priority,review_type,directory,file_count,image_file_count,total_size_mb,why_review
4,image_dataset_candidate,extracted_zips/Tien_DiscView/rivanna_origa_train_backup_10082025/rivanna_origa_train_backup_10082025/automated_screening/ORIGA/Images_Square,650,650,35.066236,"Large image directory. Verify whether images are raw inputs, processed inputs, or derived artifacts."
4,image_dataset_candidate,extracted_zips/Tien_DiscView/Tien_MSDS_Google_Drive/MSDS Google Drive/UVA Capstone/Data Sets/ORIGA/Masks,650,650,6.949396,"Large image directory. Verify whether images are raw inputs, processed inputs, or derived artifacts."
4,image_dataset_candidate,extracted_zips/Tien_DiscView/Tien_MSDS_Google_Drive/MSDS Google Drive/UVA Capstone/Data Sets/ORIGA/Images_Glare/.ipynb_checkpoints,21,21,6.819179,"Large image directory. Verify whether images are raw inputs, processed inputs, or derived artifacts."
4,image_dataset_candidate,extracted_zips/Tien_DiscView/Tien_MSDS_Google_Drive/MSDS Google Drive/UVA Capstone/Data Sets/ORIGA/Images_Cropped,650,650,5.839859,"Large image directory. Verify whether images are raw inputs, processed inputs, or derived artifacts."
4,image_dataset_candidate,extracted_zips/Tien_DiscView/Test_Processed_Images/Test Preprocessed Images Data,48,48,5.31279,"Large image directory. Verify whether images are raw inputs, processed inputs, or derived artifacts."
4,image_dataset_candidate,extracted_zips/Tien_DiscView/Tien_MSDS_Google_Drive/MSDS Google Drive/UVA Capstone/Data Sets/ORIGA/Predictions/Disc,650,650,5.102674,"Large image directory. Verify whether images are raw inputs, processed inputs, or derived artifacts."
4,image_dataset_candidate,extracted_zips/Tien_DiscView/Tien_MSDS_Google_Drive/MSDS Google Drive/UVA Capstone/Data Sets/ORIGA/Predictions/Cup,650,650,5.028817,"Large image directory. Verify whether images are raw inputs, processed inputs, or derived artifacts."
4,image_dataset_candidate,extracted_zips/Tien_DiscView/Tien_MSDS_Google_Drive/MSDS Google Drive/UVA Capstone/Data Sets/ORIGA/Masks_Cropped,650,650,1.641981,"Large image directory. Verify whether images are raw inputs, processed inputs, or derived artifacts."
4,image_dataset_candidate,extracted_zips/Tien_DiscView/Tien_MSDS_Google_Drive/MSDS Google Drive/UVA Capstone/Data Sets/ORIGA/Masks_Square,651,651,0.993426,"Large image directory. Verify whether images are raw inputs, processed inputs, or derived artifacts."
4,image_dataset_candidate,extracted_zips/rivanna_train_discview/rivanna_train_discview/Masks_Square,650,650,0.98952,"Large image directory. Verify whether images are raw inputs, processed inputs, or derived artifacts."
4,image_dataset_candidate,extracted_zips/Tien_DiscView/rivanna_origa_train_backup_10082025/rivanna_origa_train_backup_10082025/automated_screening/ORIGA/Masks_Square,650,650,0.98952,"Large image directory. Verify whether images are raw inputs, processed inputs, or derived artifacts."
4,image_dataset_candidate,extracted_zips/convert_psd_to_label/convert_psd_to_label/processed_pngs/clinic_image_masks,113,113,0.303635,"Large image directory. Verify whether images are raw inputs, processed inputs, or derived artifacts."
5,prior_baseline_candidate,extracted_zips/rivanna_train_discview/rivanna_train_discview/testing_doc_dump,4,,302.866179,Potential prior U-Net/SAM/checkpoint artifacts. Useful for baseline reproduction or comparison.
5,prior_baseline_candidate,extracted_zips/rivanna_train_discview/rivanna_train_discview,16,,260.15756,Potential prior U-Net/SAM/checkpoint artifacts. Useful for baseline reproduction or comparison.
5,prior_baseline_candidate,extracted_zips/rivanna_train_discview/rivanna_train_discview/training_logs_15_4/checkpoints,2,,259.47695,Potential prior U-Net/SAM/checkpoint artifacts. Useful for baseline reproduction or comparison.
5,prior_baseline_candidate,extracted_zips/Tien_DiscView/Tien_MSDS_Google_Drive/MSDS Google Drive/UVA Capstone/Data Sets/ORIGA/Images_Glare/.ipynb_checkpoints,21,,6.819179,Potential prior U-Net/SAM/checkpoint artifacts. Useful for baseline reproduction or comparison.
5,prior_baseline_candidate,extracted_zips/Tien_DiscView/Segmentation_Model/Segmentation_Model,1,,0.011416,Potential prior U-Net/SAM/checkpoint artifacts. Useful for baseline reproduction or comparison.
5,prior_baseline_candidate,extracted_zips/rivanna_train_discview/rivanna_train_discview/training_logs_15_4/tensorboard/version_0,2,,0.001073,Potential prior U-Net/SAM/checkpoint artifacts. Useful for baseline reproduction or comparison.
5,prior_baseline_candidate,extracted_zips/rivanna_train_discview/rivanna_train_discview/training_logs_15_4/csv/version_0,2,,0.000348,Potential prior U-Net/SAM/checkpoint artifacts. Useful for baseline reproduction or comparison.
